Project;ProcessName;FieldName;FieldRefName;FieldType;IsIdentity;IsCustom
Cloud Engineering;Agile;Iteration Level 1;System.IterationLevel1;string;No;No
Cloud Engineering;Agile;Iteration Level 2;System.IterationLevel2;string;No;No
Cloud Engineering;Agile;Iteration Level 3;System.IterationLevel3;string;No;No
Cloud Engineering;Agile;Iteration Level 4;System.IterationLevel4;string;No;No
Cloud Engineering;Agile;Iteration Level 5;System.IterationLevel5;string;No;No
Cloud Engineering;Agile;Iteration Level 6;System.IterationLevel6;string;No;No
Cloud Engineering;Agile;Iteration Level 7;System.IterationLevel7;string;No;No
Cloud Engineering;Agile;Iteration Path;System.IterationPath;treePath;No;No
Cloud Engineering;Agile;Node Name;System.NodeName;string;No;No
Cloud Engineering;Agile;Parent;System.Parent;integer;No;No
Cloud Engineering;Agile;Reason;System.Reason;string;No;No
Cloud Engineering;Agile;Related Link Count;System.RelatedLinkCount;integer;No;No
Cloud Engineering;Agile;Remote Link Count;System.RemoteLinkCount;integer;No;No
Cloud Engineering;Agile;Rev;System.Rev;integer;No;No
Cloud Engineering;Agile;Revised Date;System.RevisedDate;dateTime;No;No
Cloud Engineering;Agile;State;System.State;string;No;No
Cloud Engineering;Agile;Tags;System.Tags;plainText;No;No
Cloud Engineering;Agile;Team Project;System.TeamProject;string;No;No
Cloud Engineering;Agile;Title;System.Title;string;No;No
Cloud Engineering;Agile;Watermark;System.Watermark;integer;No;No
Cloud Engineering;Agile;Work Item Type;System.WorkItemType;string;No;No
Cloud Strategy;CMMI;Found In;Microsoft.VSTS.Build.FoundIn;string;No;No
Cloud Strategy;CMMI;Integration Build;Microsoft.VSTS.Build.IntegrationBuild;string;No;No
Cloud Strategy;CMMI;Actual Attendee 1;Microsoft.VSTS.CMMI.ActualAttendee1;string;Yes;No
Cloud Strategy;CMMI;Actual Attendee 2;Microsoft.VSTS.CMMI.ActualAttendee2;string;Yes;No
Cloud Strategy;CMMI;Actual Attendee 3;Microsoft.VSTS.CMMI.ActualAttendee3;string;Yes;No
Cloud Strategy;CMMI;Actual Attendee 4;Microsoft.VSTS.CMMI.ActualAttendee4;string;Yes;No
Cloud Strategy;CMMI;Actual Attendee 5;Microsoft.VSTS.CMMI.ActualAttendee5;string;Yes;No
Cloud Strategy;CMMI;Actual Attendee 6;Microsoft.VSTS.CMMI.ActualAttendee6;string;Yes;No
Cloud Strategy;CMMI;Actual Attendee 7;Microsoft.VSTS.CMMI.ActualAttendee7;string;Yes;No
Cloud Strategy;CMMI;Actual Attendee 8;Microsoft.VSTS.CMMI.ActualAttendee8;string;Yes;No
Cloud Strategy;CMMI;Analysis;Microsoft.VSTS.CMMI.Analysis;html;No;No
Cloud Strategy;CMMI;Blocked;Microsoft.VSTS.CMMI.Blocked;string;No;No
Cloud Strategy;CMMI;Called By;Microsoft.VSTS.CMMI.CalledBy;string;Yes;No
Cloud Strategy;CMMI;Called Date;Microsoft.VSTS.CMMI.CalledDate;dateTime;No;No
Cloud Strategy;CMMI;Comments;Microsoft.VSTS.CMMI.Comments;html;No;No
Cloud Strategy;CMMI;Committed;Microsoft.VSTS.CMMI.Committed;string;No;No
Cloud Strategy;CMMI;Contingency Plan;Microsoft.VSTS.CMMI.ContingencyPlan;html;No;No
Cloud Strategy;CMMI;Corrective Action Actual Resolution;Microsoft.VSTS.CMMI.CorrectiveActionActualResolution;html;No;No
Cloud Strategy;CMMI;Corrective Action Plan;Microsoft.VSTS.CMMI.CorrectiveActionPlan;html;No;No
Cloud Strategy;CMMI;Escalate;Microsoft.VSTS.CMMI.Escalate;string;No;No
Cloud Strategy;CMMI;Found In Environment;Microsoft.VSTS.CMMI.FoundInEnvironment;string;No;No
Cloud Strategy;CMMI;How Found;Microsoft.VSTS.CMMI.HowFound;string;No;No
Cloud Strategy;CMMI;Impact Assessment HTML;Microsoft.VSTS.CMMI.ImpactAssessmentHtml;html;No;No
Cloud Strategy;CMMI;Impact on Architecture;Microsoft.VSTS.CMMI.ImpactOnArchitecture;html;No;No
Cloud Strategy;CMMI;Impact on Development;Microsoft.VSTS.CMMI.ImpactOnDevelopment;html;No;No
Cloud Strategy;CMMI;Impact on Technical Publications;Microsoft.VSTS.CMMI.ImpactOnTechnicalPublications;html;No;No
Cloud Strategy;CMMI;Impact on Test;Microsoft.VSTS.CMMI.ImpactOnTest;html;No;No
Cloud Strategy;CMMI;Impact on User Experience;Microsoft.VSTS.CMMI.ImpactOnUserExperience;html;No;No
Cloud Strategy;CMMI;Justification;Microsoft.VSTS.CMMI.Justification;html;No;No
Cloud Strategy;CMMI;Meeting Type;Microsoft.VSTS.CMMI.MeetingType;string;No;No
Cloud Strategy;CMMI;Minutes;Microsoft.VSTS.CMMI.Minutes;html;No;No
Cloud Strategy;CMMI;Mitigation Plan;Microsoft.VSTS.CMMI.MitigationPlan;html;No;No
Cloud Strategy;CMMI;Mitigation Triggers;Microsoft.VSTS.CMMI.MitigationTriggers;html;No;No
Cloud Strategy;CMMI;Optional Attendee 1;Microsoft.VSTS.CMMI.OptionalAttendee1;string;Yes;No
Cloud Strategy;CMMI;Optional Attendee 2;Microsoft.VSTS.CMMI.OptionalAttendee2;string;Yes;No
Cloud Strategy;CMMI;Optional Attendee 3;Microsoft.VSTS.CMMI.OptionalAttendee3;string;Yes;No
Cloud Strategy;CMMI;Optional Attendee 4;Microsoft.VSTS.CMMI.OptionalAttendee4;string;Yes;No
Cloud Strategy;CMMI;Optional Attendee 5;Microsoft.VSTS.CMMI.OptionalAttendee5;string;Yes;No
Cloud Strategy;CMMI;Optional Attendee 6;Microsoft.VSTS.CMMI.OptionalAttendee6;string;Yes;No
Cloud Strategy;CMMI;Optional Attendee 7;Microsoft.VSTS.CMMI.OptionalAttendee7;string;Yes;No
Cloud Strategy;CMMI;Optional Attendee 8;Microsoft.VSTS.CMMI.OptionalAttendee8;string;Yes;No
Cloud Strategy;CMMI;Probability;Microsoft.VSTS.CMMI.Probability;integer;No;No
Cloud Strategy;CMMI;Proposed Fix;Microsoft.VSTS.CMMI.ProposedFix;html;No;No
Cloud Strategy;CMMI;Purpose;Microsoft.VSTS.CMMI.Purpose;html;No;No
Cloud Strategy;CMMI;Required Attendee 1;Microsoft.VSTS.CMMI.RequiredAttendee1;string;Yes;No
Cloud Strategy;CMMI;Required Attendee 2;Microsoft.VSTS.CMMI.RequiredAttendee2;string;Yes;No
Cloud Strategy;CMMI;Required Attendee 3;Microsoft.VSTS.CMMI.RequiredAttendee3;string;Yes;No
Cloud Strategy;CMMI;Required Attendee 4;Microsoft.VSTS.CMMI.RequiredAttendee4;string;Yes;No
Cloud Strategy;CMMI;Required Attendee 5;Microsoft.VSTS.CMMI.RequiredAttendee5;string;Yes;No
Cloud Strategy;CMMI;Required Attendee 6;Microsoft.VSTS.CMMI.RequiredAttendee6;string;Yes;No
Cloud Strategy;CMMI;Required Attendee 7;Microsoft.VSTS.CMMI.RequiredAttendee7;string;Yes;No
Cloud Strategy;CMMI;Required Attendee 8;Microsoft.VSTS.CMMI.RequiredAttendee8;string;Yes;No
Cloud Strategy;CMMI;Requirement Type;Microsoft.VSTS.CMMI.RequirementType;string;No;No
Cloud Strategy;CMMI;Requires Review;Microsoft.VSTS.CMMI.RequiresReview;string;No;No
Cloud Strategy;CMMI;Requires Test;Microsoft.VSTS.CMMI.RequiresTest;string;No;No
Cloud Strategy;CMMI;Root Cause;Microsoft.VSTS.CMMI.RootCause;string;No;No
Cloud Strategy;CMMI;Subject Matter Expert 1;Microsoft.VSTS.CMMI.SubjectMatterExpert1;string;Yes;No
Cloud Strategy;CMMI;Subject Matter Expert 2;Microsoft.VSTS.CMMI.SubjectMatterExpert2;string;Yes;No
Cloud Strategy;CMMI;Subject Matter Expert 3;Microsoft.VSTS.CMMI.SubjectMatterExpert3;string;Yes;No
Cloud Strategy;CMMI;Symptom;Microsoft.VSTS.CMMI.Symptom;html;No;No
Cloud Strategy;CMMI;Target Resolve Date;Microsoft.VSTS.CMMI.TargetResolveDate;dateTime;No;No
Cloud Strategy;CMMI;Task Type;Microsoft.VSTS.CMMI.TaskType;string;No;No
Cloud Strategy;CMMI;User Acceptance Test;Microsoft.VSTS.CMMI.UserAcceptanceTest;string;No;No
Cloud Strategy;CMMI;Accepted By;Microsoft.VSTS.CodeReview.AcceptedBy;string;Yes;No
Cloud Strategy;CMMI;Accepted Date;Microsoft.VSTS.CodeReview.AcceptedDate;dateTime;No;No
Cloud Strategy;CMMI;Closed Status;Microsoft.VSTS.CodeReview.ClosedStatus;string;No;No
Cloud Strategy;CMMI;Closed Status Code;Microsoft.VSTS.CodeReview.ClosedStatusCode;integer;No;No
Cloud Strategy;CMMI;Closing Comment;Microsoft.VSTS.CodeReview.ClosingComment;string;No;No
Cloud Strategy;CMMI;Associated Context;Microsoft.VSTS.CodeReview.Context;string;No;No
Cloud Strategy;CMMI;Associated Context Code;Microsoft.VSTS.CodeReview.ContextCode;integer;No;No
Cloud Strategy;CMMI;Associated Context Owner;Microsoft.VSTS.CodeReview.ContextOwner;string;No;No
Cloud Strategy;CMMI;Associated Context Type;Microsoft.VSTS.CodeReview.ContextType;string;No;No
Cloud Strategy;CMMI;Activated By;Microsoft.VSTS.Common.ActivatedBy;string;Yes;No
Cloud Strategy;CMMI;Activated Date;Microsoft.VSTS.Common.ActivatedDate;dateTime;No;No
Cloud Strategy;CMMI;Business Value;Microsoft.VSTS.Common.BusinessValue;integer;No;No
Cloud Strategy;CMMI;Closed By;Microsoft.VSTS.Common.ClosedBy;string;Yes;No
Cloud Strategy;CMMI;Closed Date;Microsoft.VSTS.Common.ClosedDate;dateTime;No;No
Cloud Strategy;CMMI;Discipline;Microsoft.VSTS.Common.Discipline;string;No;No
Cloud Strategy;CMMI;Issue;Microsoft.VSTS.Common.Issue;string;No;No
Cloud Strategy;CMMI;Priority;Microsoft.VSTS.Common.Priority;integer;No;No
Cloud Strategy;CMMI;Rating;Microsoft.VSTS.Common.Rating;string;No;No
Cloud Strategy;CMMI;Resolved By;Microsoft.VSTS.Common.ResolvedBy;string;Yes;No
Cloud Strategy;CMMI;Resolved Date;Microsoft.VSTS.Common.ResolvedDate;dateTime;No;No
Cloud Strategy;CMMI;Resolved Reason;Microsoft.VSTS.Common.ResolvedReason;string;No;No
Cloud Strategy;CMMI;Reviewed By;Microsoft.VSTS.Common.ReviewedBy;string;Yes;No
Cloud Strategy;CMMI;Severity;Microsoft.VSTS.Common.Severity;string;No;No
Cloud Strategy;CMMI;Stack Rank;Microsoft.VSTS.Common.StackRank;double;No;No
Cloud Strategy;CMMI;State Change Date;Microsoft.VSTS.Common.StateChangeDate;dateTime;No;No
Cloud Strategy;CMMI;State Code;Microsoft.VSTS.Common.StateCode;integer;No;No
Cloud Strategy;CMMI;Time Criticality;Microsoft.VSTS.Common.TimeCriticality;double;No;No
Cloud Strategy;CMMI;Triage;Microsoft.VSTS.Common.Triage;string;No;No
Cloud Strategy;CMMI;Value Area;Microsoft.VSTS.Common.ValueArea;string;No;No
Cloud Strategy;CMMI;Application Launch Instructions;Microsoft.VSTS.Feedback.ApplicationLaunchInstructions;html;No;No
Cloud Strategy;CMMI;Application Start Information;Microsoft.VSTS.Feedback.ApplicationStartInformation;plainText;No;No
Cloud Strategy;CMMI;Application Type;Microsoft.VSTS.Feedback.ApplicationType;string;No;No
Cloud Strategy;CMMI;Completed Work;Microsoft.VSTS.Scheduling.CompletedWork;double;No;No
Cloud Strategy;CMMI;Effort;Microsoft.VSTS.Scheduling.Effort;double;No;No
Cloud Strategy;CMMI;Finish Date;Microsoft.VSTS.Scheduling.FinishDate;dateTime;No;No
Cloud Strategy;CMMI;Original Estimate;Microsoft.VSTS.Scheduling.OriginalEstimate;double;No;No
Cloud Strategy;CMMI;Remaining Work;Microsoft.VSTS.Scheduling.RemainingWork;double;No;No
Cloud Strategy;CMMI;Size;Microsoft.VSTS.Scheduling.Size;double;No;No
Cloud Strategy;CMMI;Start Date;Microsoft.VSTS.Scheduling.StartDate;dateTime;No;No
Cloud Strategy;CMMI;Target Date;Microsoft.VSTS.Scheduling.TargetDate;dateTime;No;No
Cloud Strategy;CMMI;Automated Test Id;Microsoft.VSTS.TCM.AutomatedTestId;string;No;No
Cloud Strategy;CMMI;Automated Test Name;Microsoft.VSTS.TCM.AutomatedTestName;string;No;No
Cloud Strategy;CMMI;Automated Test Storage;Microsoft.VSTS.TCM.AutomatedTestStorage;string;No;No
Cloud Strategy;CMMI;Automated Test Type;Microsoft.VSTS.TCM.AutomatedTestType;string;No;No
Cloud Strategy;CMMI;Automation status;Microsoft.VSTS.TCM.AutomationStatus;string;No;No
Cloud Strategy;CMMI;Local Data Source;Microsoft.VSTS.TCM.LocalDataSource;html;No;No
Cloud Strategy;CMMI;Parameters;Microsoft.VSTS.TCM.Parameters;html;No;No
Cloud Strategy;CMMI;Query Text;Microsoft.VSTS.TCM.QueryText;plainText;No;No
Cloud Strategy;CMMI;Repro Steps;Microsoft.VSTS.TCM.ReproSteps;html;No;No
Cloud Strategy;CMMI;Steps;Microsoft.VSTS.TCM.Steps;html;No;No
Cloud Strategy;CMMI;System Info;Microsoft.VSTS.TCM.SystemInfo;html;No;No
Cloud Strategy;CMMI;Test Suite Audit;Microsoft.VSTS.TCM.TestSuiteAudit;plainText;No;No
Cloud Strategy;CMMI;Test Suite Type;Microsoft.VSTS.TCM.TestSuiteType;string;No;No
Cloud Strategy;CMMI;Test Suite Type Id;Microsoft.VSTS.TCM.TestSuiteTypeId;integer;No;No
Cloud Strategy;CMMI;Area ID;System.AreaId;integer;No;No
Cloud Strategy;CMMI;Area Level 1;System.AreaLevel1;string;No;No
Cloud Strategy;CMMI;Area Level 2;System.AreaLevel2;string;No;No
Cloud Strategy;CMMI;Area Level 3;System.AreaLevel3;string;No;No
Cloud Strategy;CMMI;Area Level 4;System.AreaLevel4;string;No;No
Cloud Strategy;CMMI;Area Level 5;System.AreaLevel5;string;No;No
Cloud Strategy;CMMI;Area Level 6;System.AreaLevel6;string;No;No
Cloud Strategy;CMMI;Area Level 7;System.AreaLevel7;string;No;No
Cloud Strategy;CMMI;Area Path;System.AreaPath;treePath;No;No
Cloud Strategy;CMMI;Assigned To;System.AssignedTo;string;Yes;No
Cloud Strategy;CMMI;Attached File Count;System.AttachedFileCount;integer;No;No
Cloud Strategy;CMMI;Authorized As;System.AuthorizedAs;string;Yes;No
Cloud Strategy;CMMI;Authorized Date;System.AuthorizedDate;dateTime;No;No
Cloud Strategy;CMMI;Board Column;System.BoardColumn;string;No;No
Cloud Strategy;CMMI;Board Column Done;System.BoardColumnDone;boolean;No;No
Cloud Strategy;CMMI;Board Lane;System.BoardLane;string;No;No
Cloud Strategy;CMMI;Changed By;System.ChangedBy;string;Yes;No
Cloud Strategy;CMMI;Changed Date;System.ChangedDate;dateTime;No;No
Cloud Strategy;CMMI;Comment Count;System.CommentCount;integer;No;No
Cloud Strategy;CMMI;Created By;System.CreatedBy;string;Yes;No
Cloud Strategy;CMMI;Created Date;System.CreatedDate;dateTime;No;No
Cloud Strategy;CMMI;Description;System.Description;html;No;No
Cloud Strategy;CMMI;External Link Count;System.ExternalLinkCount;integer;No;No
Cloud Strategy;CMMI;History;System.History;history;No;No
Cloud Strategy;CMMI;Hyperlink Count;System.HyperLinkCount;integer;No;No
Cloud Strategy;CMMI;ID;System.Id;integer;No;No
Cloud Strategy;CMMI;Iteration ID;System.IterationId;integer;No;No
Cloud Strategy;CMMI;Iteration Level 1;System.IterationLevel1;string;No;No
Cloud Strategy;CMMI;Iteration Level 2;System.IterationLevel2;string;No;No
Cloud Strategy;CMMI;Iteration Level 3;System.IterationLevel3;string;No;No
Cloud Strategy;CMMI;Iteration Level 4;System.IterationLevel4;string;No;No
Cloud Strategy;CMMI;Iteration Level 5;System.IterationLevel5;string;No;No
Cloud Strategy;CMMI;Iteration Level 6;System.IterationLevel6;string;No;No
Cloud Strategy;CMMI;Iteration Level 7;System.IterationLevel7;string;No;No
Cloud Strategy;CMMI;Iteration Path;System.IterationPath;treePath;No;No
Cloud Strategy;CMMI;Node Name;System.NodeName;string;No;No
Cloud Strategy;CMMI;Parent;System.Parent;integer;No;No
Cloud Strategy;CMMI;Reason;System.Reason;string;No;No
Cloud Strategy;CMMI;Related Link Count;System.RelatedLinkCount;integer;No;No
Cloud Strategy;CMMI;Remote Link Count;System.RemoteLinkCount;integer;No;No
Cloud Strategy;CMMI;Rev;System.Rev;integer;No;No
Cloud Strategy;CMMI;Revised Date;System.RevisedDate;dateTime;No;No
Cloud Strategy;CMMI;State;System.State;string;No;No
Cloud Strategy;CMMI;Tags;System.Tags;plainText;No;No
Cloud Strategy;CMMI;Team Project;System.TeamProject;string;No;No
Cloud Strategy;CMMI;Title;System.Title;string;No;No
Cloud Strategy;CMMI;Watermark;System.Watermark;integer;No;No
Cloud Strategy;CMMI;Work Item Type;System.WorkItemType;string;No;No
Improve;Scrum_Improve_Obsolete;Bug Id;Custom.BugId;string;No;Yes
Improve;Scrum_Improve_Obsolete;Bug Link;Custom.BugLink;string;No;Yes
Improve;Scrum_Improve_Obsolete;Bug Owner;Custom.BugOwner;string;No;Yes
Improve;Scrum_Improve_Obsolete;Bug Type;Custom.BugType;string;No;Yes
Improve;Scrum_Improve_Obsolete;Deployed Date;Custom.DeployedDate;dateTime;No;Yes
Improve;Scrum_Improve_Obsolete;Implemented Date;Custom.ImplementedDate;dateTime;No;Yes
Improve;Scrum_Improve_Obsolete;Owner Customer;Custom.OwnerCustomer;string;Yes;Yes
Improve;Scrum_Improve_Obsolete;Owner Impuls;Custom.OwnerImpuls;string;Yes;Yes
Improve;Scrum_Improve_Obsolete;P4S Status;Custom.P4SStatus;string;No;Yes
Improve;Scrum_Improve_Obsolete;Planned End Date;Custom.PlannedEndDate;dateTime;No;Yes
Improve;Scrum_Improve_Obsolete;Planned Iteration;Custom.PlannedIteration;string;No;Yes
Improve;Scrum_Improve_Obsolete;Planned Start Date;Custom.PlannedStartDate;dateTime;No;Yes
Improve;Scrum_Improve_Obsolete;Planned Work;Custom.PlannedWork;double;No;Yes
Improve;Scrum_Improve_Obsolete;ReleaseNote;Custom.ReleaseNote;html;No;Yes
Improve;Scrum_Improve_Obsolete;Source Workitem ID;Custom.SourceWorkitemID;string;No;Yes
Improve;Scrum_Improve_Obsolete;System Name;Custom.SystemName;string;No;Yes
Improve;Scrum_Improve_Obsolete;System Type;Custom.SystemType;string;No;Yes
Improve;Scrum_Improve_Obsolete;Tested Date;Custom.TestedDate;dateTime;No;Yes
Improve;Scrum_Improve_Obsolete;Found In;Microsoft.VSTS.Build.FoundIn;string;No;No
Improve;Scrum_Improve_Obsolete;Integration Build;Microsoft.VSTS.Build.IntegrationBuild;string;No;No
Improve;Scrum_Improve_Obsolete;Blocked;Microsoft.VSTS.CMMI.Blocked;string;No;No
Improve;Scrum_Improve_Obsolete;Accepted By;Microsoft.VSTS.CodeReview.AcceptedBy;string;Yes;No
Improve;Scrum_Improve_Obsolete;Accepted Date;Microsoft.VSTS.CodeReview.AcceptedDate;dateTime;No;No
Improve;Scrum_Improve_Obsolete;Closed Status;Microsoft.VSTS.CodeReview.ClosedStatus;string;No;No
Improve;Scrum_Improve_Obsolete;Closed Status Code;Microsoft.VSTS.CodeReview.ClosedStatusCode;integer;No;No
Improve;Scrum_Improve_Obsolete;Closing Comment;Microsoft.VSTS.CodeReview.ClosingComment;string;No;No
Improve;Scrum_Improve_Obsolete;Associated Context;Microsoft.VSTS.CodeReview.Context;string;No;No
Improve;Scrum_Improve_Obsolete;Associated Context Code;Microsoft.VSTS.CodeReview.ContextCode;integer;No;No
Improve;Scrum_Improve_Obsolete;Associated Context Owner;Microsoft.VSTS.CodeReview.ContextOwner;string;No;No
Improve;Scrum_Improve_Obsolete;Associated Context Type;Microsoft.VSTS.CodeReview.ContextType;string;No;No
Improve;Scrum_Improve_Obsolete;Acceptance Criteria;Microsoft.VSTS.Common.AcceptanceCriteria;html;No;No
Improve;Scrum_Improve_Obsolete;Activated By;Microsoft.VSTS.Common.ActivatedBy;string;Yes;No
Improve;Scrum_Improve_Obsolete;Activated Date;Microsoft.VSTS.Common.ActivatedDate;dateTime;No;No
Improve;Scrum_Improve_Obsolete;Activity;Microsoft.VSTS.Common.Activity;string;No;No
Improve;Scrum_Improve_Obsolete;Backlog Priority;Microsoft.VSTS.Common.BacklogPriority;double;No;No
Improve;Scrum_Improve_Obsolete;Business Value;Microsoft.VSTS.Common.BusinessValue;integer;No;No
Improve;Scrum_Improve_Obsolete;Closed By;Microsoft.VSTS.Common.ClosedBy;string;Yes;No
Improve;Scrum_Improve_Obsolete;Closed Date;Microsoft.VSTS.Common.ClosedDate;dateTime;No;No
Improve;Scrum_Improve_Obsolete;Issue;Microsoft.VSTS.Common.Issue;string;No;No
Improve;Scrum_Improve_Obsolete;Priority;Microsoft.VSTS.Common.Priority;integer;No;No
Improve;Scrum_Improve_Obsolete;Rating;Microsoft.VSTS.Common.Rating;string;No;No
Improve;Scrum_Improve_Obsolete;Resolution;Microsoft.VSTS.Common.Resolution;html;No;No
Improve;Scrum_Improve_Obsolete;Resolved By;Microsoft.VSTS.Common.ResolvedBy;string;Yes;No
Improve;Scrum_Improve_Obsolete;Resolved Date;Microsoft.VSTS.Common.ResolvedDate;dateTime;No;No
Improve;Scrum_Improve_Obsolete;Reviewed By;Microsoft.VSTS.Common.ReviewedBy;string;Yes;No
Improve;Scrum_Improve_Obsolete;Severity;Microsoft.VSTS.Common.Severity;string;No;No
Improve;Scrum_Improve_Obsolete;State Change Date;Microsoft.VSTS.Common.StateChangeDate;dateTime;No;No
Improve;Scrum_Improve_Obsolete;State Code;Microsoft.VSTS.Common.StateCode;integer;No;No
Improve;Scrum_Improve_Obsolete;Time Criticality;Microsoft.VSTS.Common.TimeCriticality;double;No;No
Improve;Scrum_Improve_Obsolete;Value Area;Microsoft.VSTS.Common.ValueArea;string;No;No
Improve;Scrum_Improve_Obsolete;Application Launch Instructions;Microsoft.VSTS.Feedback.ApplicationLaunchInstructions;html;No;No
Improve;Scrum_Improve_Obsolete;Application Start Information;Microsoft.VSTS.Feedback.ApplicationStartInformation;plainText;No;No
Improve;Scrum_Improve_Obsolete;Application Type;Microsoft.VSTS.Feedback.ApplicationType;string;No;No
Improve;Scrum_Improve_Obsolete;Completed Work;Microsoft.VSTS.Scheduling.CompletedWork;double;No;No
Improve;Scrum_Improve_Obsolete;Effort;Microsoft.VSTS.Scheduling.Effort;double;No;No
Improve;Scrum_Improve_Obsolete;Finish Date;Microsoft.VSTS.Scheduling.FinishDate;dateTime;No;No
